,text,hate
31049,তিনি ধরে ফেলেছেন সুখের থিওরি,0
31050,এটা জাস্ট বদলাই,0
31051,ধন্যবাদ মাননীয় প্রধানমন্ত্রী,0
31052,আজকের লীগের নেতার নাম শুনলে ভয় লাগে,0
31053,নিয়ে আসো তাকে দেখি তার দেশ নিয়ে ভাবনা কি,0
31054,হ্যাটস অফ টু এই আন্দোলনে মাথা থাকা প্রত্যেককে,0
31055,আরিফফ এসিটা খুইল্লা রিক্সায়ে উঠায়ে দে,0
31056,ফোন রাখার পর থেকে সে অনবরত আবার ফোন করেই যাচ্ছে,0
31057,আমি ভয়ে ফোন ধরছি না,0
31058,তাই আমি আবার ফোন ধরলাম,0
31059,এসি খুলসৎ,0
31060,সাথে স্ক্রু ড্রাইভার নিয়ে আইসেন,0
31061,স্ক্রু ড্রাইভার ছাড়া কেমনে খুলতাসস,0
31062,আঙুলের নখ দিয়া,0
31063,কি দিয়া,0
31064,আমি চুপ,0
31065,ওই উত্তর দে কি দিয়া,0
31066,কথা বললেই যেহেতু ধমক খাই চুপ থাকাই ভালো,0
31067,এবারও ছিল,0
31068,এটা কিন্তু তাকে করা প্রথম ধর্ষণ না,0
31069,কয়েকদিন আগেও করা হয়েছিল তাকে ধর্ষণ,0
31070,সেসময় আসামিরা আইনের মারপ্যাচ দিয়ে বের হয়ে গিয়েছিল,0
31071,এবার ধর্ষণের পরে হত্যা,0
31072,মামলা ডিসমিস,0
31073,আর আমরা,0
31074,লিখতেও লজ্জা লাগছে,0
31075,ছিঃ,0
31076,একবার ভাবেন,0
31077,কি আবেগ থেকে কি স্বপ্ন থেকে নামটা রেখেছিল,0
31078,অবাক হবো না,0
31079,এই দেশে তো মানুষ থাকে না,0
31080,নেইই যেখানে ডিউটি আশা করে কেমনে বিউটি,0
31081,এই দেশে সবাই শিশু সবাই,0
31082,একজন দর্শকতো আবার ভিড়ের ঠ্যালায় গর্তে পড়েও গেলো,0
31083,সে লুঙ্গির গিট্টু ধরে দাঁত বের করে হাসছে,0
31084,আরও শখানেক মানুষ এসে ভিড়ে যোগ দিলো,0
31085,গুনগুণ করে আলাপ হচ্ছে ভিড়ের মধ্যে,0
31086,চানপাড়ার মখলেস বলে এই গর্তে পড়ে হারায়ে গেছে,0
31087,হু আমি নিজে দেখসি,0
31088,গেলো কই,0
31089,ভাইসাব আসলেই তারে খুঁজে পাওয়া যায় নাই,0
31090,না শুধু স্পঞ্জের স্যান্ডেল পাওয়া গেসে,0
31091,বলেন কি,0
31092,তাও জোড়া,0
31093,বুঝতাম পারতাসি না,0
31094,ভিড় বাড়তেই থাকল,0
31095,আমি মনে মনে বললাম মাশাল্লাহ চেইঞ্জ ইজ কামিং,0
31096,আল্লাহ্‌ জানে এতে সে কি মজা পাচ্ছে,0
31097,তার চোখ চকচক করছে,0
31098,আমি ভাবছি খুশি হবো কি হবো না,0
31099,শিশু দিবসের শুভেচ্ছা এই সকল মানুষদের,0
31100,স্পঞ্জের স্যান্ডেল হয়ে যাক,0
31101,ব্যাপারটা কিন্তু ভাব্বার মতো,0
31102,কারও না কারও ক্রেডিট এখানে আছেই,0
31103,কিন্তু ক্রেডিট কারো না কারো অবশ্যই আছেই,0
31104,অপেক্ষা করেন সত্যতা বের হয়ে আসবেই,0
31105,খুব খারাপ লাগছে তাদের কথা ভেবে,0
31106,যাবার আগের রাতে টেনশন,0
31107,টেনশনের মাঝেই আবার সুটকেস গুছানো,0
31108,খুব খারাপ লাগছে,0
31109,তারা সকালেও জানত না এই তাদের শেষ ফ্লাইট,0
31110,ক্রাশের আগ মুহূর্তেও জানত না এই তাদের শেষ সময়,0
31111,কি করছিল তারা যখন তারা বুঝতে পেরেছে,0
31112,তাকিয়ে ছিল অপরের চোখের দিকে হাতটা ধরে ছিল,0
31113,বাচ্চাটা,0
31114,নিহত সকল পরিবার এই অপূরণীয় শোক সামলে উঠুক,0
31115,সাথে সাথে তেলের কারণে মশা বেচারা প্লেটে লেগে যেত,0
31116,তারপর তিনি পৈশাচিক হাসি দিয়ে মশা পিসে মারতেন,0
31117,আমি বললাম খাবিখা স্ট্রেটেজি কি,0
31118,আমি বললাম এই বুদ্ধি আসলেই কাজে দেয়,0
31119,অবশ্যই দেয় আপনি ট্রাই করে দেখেন,0
31120,আমি বললাম এই বুদ্ধির মজেজা কি,0
31121,মশাকে আঁটকে রেখে অনাহারে মারি,0
31122,উত্তর দিতে যেয়ে দেখি তার চোখ চকচক করছে,0
31123,খোঁজ নিয়ে দেখলাম উনি আসলেই এই কাজটা করেন,0
31124,তারপর সেটাকে পলিথিনে ঢুকান,0
31125,তারপর আরেকটা ধরতে বসেন,0
31126,এই মশা বিষয়টা আমাদের পিশাচ বানিয়ে দিচ্ছে,0
31127,রেলিং ঠিক মতো না ধরলে সে নিজেই পড়ে যেত নিচে,0
31128,আমি বললাম কি,0
31129,এই মশা বিষয়টা আসলেই আমাদের পিশাচ বানিয়ে দিচ্ছে,0
31130,তারপর আমাদের টনক নড়ে,0
31131,জন্ম না নিতে দিলেই তো ল্যাঠা চুকে যায়,0
31132,ডিম শূক মুককীট আর পুরনাঙ্গ মশা,0
31133,সামনে সারি সারি সাংবাদিকরা সেই ভিডিও করছে,0
31134,সবাই খাবিখা স্ট্রেটেজি নিয়ে আছে,0
31135,মশাদের আর দোষ কি,0
31136,খাওয়ার অপচয় কমাই,0
31137,ইন্টারেস্টিং,0
31138,আমি বললাম কেমনে,0
31139,বার্থডে পার্টি হলে কেমনে বুঝবেন,0
31140,কেন,0
31141,গায়ে হলুদে যান,0
31142,নেচেও আসেন,0
31143,হালকা আর কি,0
31144,উনার কাছ থেকে যে টিপস গুলো পেলাম তা হলো,0
31145,এর থেকে বেশী কিছু হবে না,0
31146,বাইন্দা এটলিস্ট রাখব না,0
31147,আমি ফুফুকে ফিসফিস করে বললাম দেবদাসের কাহিনী কি,0
31148,ওহ নো তারপর,0
31149,ওহ শিটআমি যাই গা,0
31150,আমি ফুফার সাথে বারান্দায় বসে আছি,0
31151,ফুফা আমার দিকে তাকিয়ে গামছা দিয়ে বুক ঢাকলেন,0
31152,ব্যবসায় লস খেলেও ইজ্জতের খেয়াল ঠিকই আছে,0
31153,ফুফা চব্বিশের নামতা শিখি নাই,0
31154,উনি আমার দিকে সরু চোখে তাকিয়ে আছে,0
31155,তুলার কেজি কতো বর্তমানে,0
31156,উনার চোখ চকচক করে উঠলো,0
31157,শরিফ না কি জানি নাম তোমার,0
31158,আরিফ,0
31159,ইয়েস আরিফ গুড বয় আরও বলো তো কি করা যায়,0
31160,মামলা করে দেন পত্রিকার নামে,0
31161,কোন পত্রিকা,0
31162,এই মর্মে মামলা হবে,0
31163,সিরিয়াস,0
31164,খবর আছে আজকে,0
31165,ভেজা বাঘ ডাঙ্গায় উঠেছে,0
31166,খবর তো আছেই,0
31167,আচ্ছা রিমোট কন্ট্রোল মাইক্রোওয়েভ আছে আপনাদের,0
31168,একটু পরে আমি আবার গলা চিকন করে ফোন দিলাম,0
31169,আপনাদের ডিপ ফ্রিজের ক্যাপাসিটি কতো,0
31170,লিটার,0
31171,উনি আবার খট করে রেখে দিলেন,0
31172,আসলেই কথা বলার মানুষ পাচ্ছি না,0
31173,না একচুয়ালি পাচ্ছি কিন্তু মিলছে না ফ্রিকোয়েন্সি,0
31174,আলাপ করার মতো জুতসই মানুষ পাচ্ছি না,0
31175,সঠিক মানুষ পাওয়াটাও একটা ব্যাপার,0
31176,লোকটা মন্দ না,0
31177,একদিন আসতে বললাম অফিসে সে আসেনি,0
31178,কিন্তু বদরুল হাওয়া ওকে পাওয়া যাচ্ছে না,0
31179,আমি ফোন করলে ফোন ধরে না,0
31180,আমি এখনও বদরুলকে মিস করি,0
31181,আপনার প্রশ্নটা ঠিক বুঝতে পারছি না,0
31182,আচ্ছা ভালো কথা বদরুল আছে এখানে,0
31183,কিয়ের হুইরপুল বাপ আই সেইড বদরুল,0
31184,ম্যানেজার বদরুল,0
31185,মিনসেটা এখানে জয়েন করেছে নাকি দেন তো ফোনটা,0
31186,ফেব্রুয়ারি এলেই আমরা ভাষা নিয়ে উঠে পড়ি লেগে,0
31187,আমার শ্যালক বায়ুসেনায় আছে,0
31188,আমি বললাম বায়ু সেনা আবার কি,0
31189,এয়ার ফোর্স,0
31190,ওহ গড,0
31191,ছত্রীসেনা,0
31192,প্যারাট্রুপার,0
31193,চমৎকার একটা উদ্যোগ,0
31194,গর্ব হচ্ছে আজ খুব নিজের কলেজটাকে নিয়ে,0
31195,একজন মানুষের জন্য পুরো দেশকে কষ্ট দিয়ে লাভ নেই,0
31196,উনাকে সরান সব ঠিক হয়ে যাবে,0
31197,পাগল আর কারে বলে,0
31198,আমি সিরিয়াসলি নেপালের শিক্ষামন্ত্রীর পদত্যাগ চাই,0
31199,সকাল টা বাজে,0
31200,স্যার হে ডেইলি এমনে বার পরে,0
31201,হো স্যার হের হইলো বিড়ালের হাড্ডি,0
31202,চলো দেখে আসি কি অবস্থা বিড়ালের,0
31203,ইচ্ছে থাকলে চলে আসেন,0
31204,বিষয়বস্তুটা বুঝি,0
31205,কারও গা জ্বললেও কিছু করার নেই আমি লিখব,0
31206,ঝটিকা একটা সফর দিয়ে আসলাম চিটাগাং থেকে,0
31207,মুগ্ধতা কাটছেই না,0
31208,টা দেশ থেকে আসা ছাত্রীরা এখানে,0
31209,যেন বাংলাদেশের ভিতরে এক চমৎকার বিদেশ,0
31210,ঘুরে দেখলাম তাদের ডিপার্টমেন্টগুলো,0
31211,শুনলাম তাদের এক্সট্রা কারিকুলার এক্টিভিটিজগুলো,0
31212,যেন বাংলাদেশের ভিতরে এক ভিন্ন বাংলাদেশ,0
31213,কি চমৎকার মানুষ এই চিটাগাং এর,0
31214,শুধু মেয়েদের,0
31215,কেন শুরু করলা এই উদ্যোগ,0
31216,কিন্তু ছোট বোন বাধ্য করলো তার মাকে ডিভোর্স দিতে,0
31217,আমি বললাম আমি ক্লাস দেখব তোমাদের,0
31218,পরের দিন ভোর টায় উঠে গেলাম ক্লাস দেখতে,0
31219,মুগ্ধতা কাটছেই না চিটাগাং এর উপর,0
31220,আমি শুনে হাসতে হাসতে শেষ,0
31221,মুগ্ধতা কাটছেই না,0
31222,তাদের একটা কম্পিটিশনের জাজ হয়ে গেলাম,0
31223,এক একটা টিমের আইডিয়া শুনছি আর মুগ্ধ হচ্ছি,0
31224,আমি বললাম কেমনে,0
31225,টা ঘন্টা কিভাবে যে কেটে গেলো,0
31226,আমি বললাম দুই সুইটকেস নিয়ে কেমনে মোটরসাইকেলে বসব,0
31227,সে উত্তর খুঁজে পাচ্ছে না,0
31228,হ্যা শেষ পর্যন্ত ফিরেছি তার মোটর সাইকেলেই,0
31229,সে উড়িয়ে টানলো চাকার মোটরসাইকেল,0
31230,কিউট আছে জাতি না,0
31231,কিন্তু আজ যতই দেখছি মুগ্ধ হচ্ছি,0
31232,আশা পাচ্ছি,0
31233,এই জেনারেশান নিয়ে গর্ব করতেই হবে,0
31234,হাজার বছরে এরকম একটা জেনারেশান আসেহাজার বছরে,0
31235,এই জেনারেশানকে হারিয়ে ফেলতে দেয়া যাবে না,0
31236,এক কোকিলকণ্ঠী পুরুষ ফোন দিয়ে বলা শুরু করল,0
31237,স্যার কি লাইনে আছেন,0
31238,হু আছি,0
31239,আচ্ছা,0
31240,স্যার কি লাইনে আছেন,0
31241,শুকুর গুজার,0
31242,ওকে ওকে শুকুর গুজার এখন কি করতে হবে বলেন,0
31243,এপার্টমেন্ট বুঝে নিতে হবে,0
31244,আসলেই চাবি দিয়ে দিবেন বাহ,0
31245,হু সাথে ছোট্ট একটা ডাউনপেয়মেন্ট দিতে হবে,0
31246,আমি অভিভূত,0
31247,ম্যানশন নট স্যার আপনার ফ্যামেলিতে কয়জন আছে,0
31248,জন,0
31249,বলেন কি,0
31250,চোখে পানি চলে এসেছে,0
31251,খুশিতে রাইট স্যার,0
31252,দ্যূত সাহেব ধুত ধুত করতে করতে ফোন রেখে দিলেন,0
31253,আরেক লাইন শুকুর গুজার বলার টাইমও পেলাম না,0
31254,দেবদ্যূতের এতো ধৈর্য কম হলে চলে রে ভাই,0
31255,ছোটবেলায় একটা মিচকা অভ্যাস ছিল,0
31256,হয়তো লেখা আছে আব্বাস সাহেব,0
31257,এই অভ্যাসটা অনেকদিন ছিল,0
31258,আমি বললাম এখন কি অবস্থা,0
31259,তুই তাড়াতাড়ি বাসায় আয়,0
31260,সেই অভ্যাস এখনও যায়নি,0
31261,তুমি বেশী বুঝো যা দিতে বলসি দাও,0
31262,ইনশাল্লাহ অজু ভাংবে না বলে হাঁটা দিলেন,0
31263,প্রচুরর মানুষ হেঁটে যাচ্ছে,0
31264,তুই কে,0
31265,আমি নজরুল পরে বায়োডাটা দিমু এখন উঠেন,0
31266,আচ্ছা নজরুল মোনাজাত ধরতে পারবে তো,0
31267,এতো নজরুল,0
31268,এতো মানুষ কেডস পরে যাচ্ছে,0
31269,ওতো ডিটেইলে আমি যাচ্ছি না বুঝিও না,0
31270,ঘুষ আর বখশিশের মধ্যে পার্থক্য কি,0
31271,টা জালি কাবাব জোর করে উঠিয়ে দিলো,0
31272,বোরহানির গ্লাস খালি হতে না হতে ভরে দিলো,0
31273,পানের বক্স থেকে পান খুলে মুখে ঢুকিয়ে দিল,0
31274,চলে আসার আগে জোর করে বখশিশ দিলাম,0
31275,এছাড়া তো পার্থক্য নেই,0
31276,সরকারী অফিসগুলোতে বখশিশ সিটেম চালু করে দিলেই হয়,0
31277,এক সময় মনে হলো যেয়ে উনাকে একটু বখশিশ দেই,0
31278,গেলামও,0
31279,নেন এটা আপনার জন্য,0
31280,মামলার বিবরণ বলেন,0
31281,ফাইযলামি মারান,0
31282,আরে খুশি হয়ে দিলাম নেন,0
31283,উনাকে জোর করে দিয়ে আসলাম টাকা,0
31284,উনি অবাক হয়ে তাকিয়ে আছে আমি হাঁটা দিলাম,0
31285,আমি শিওর উনি ঘুষ খান অবশ্যই খান,0
31286,জাস্ট ফুড ফর থট,0
31287,আমি দূর থেকে দাঁড়িয়ে দেখেছি,0
31288,বখশিশের আরেকটা সমার্থক শব্দ হলো এনার্জি,0
31289,গাড়িতে উঠার আগে একটা হাগ দিবো নাকি ভাবছি,0
31290,না একটা না আজ টা থিওরি শিখলাম,0
31291,দোকানে যেয়ে বললাম ইনকিলাব পত্রিকাটা দেন,0
31292,কি দিয়াম,0
31293,ইনকিলাব ইনকিলাব,0
31294,ডিবি এসে উঠিয়ে নিয়ে গেলো কোলে করে,0
31295,কোল থেকে নামানর পর আমি ডিবি অফিসে বসে আছি,0
31296,ডিবির এক চৌকুশ কর্মকর্তা এসে কথাবার্তা শুরু করল,0
31297,নেক্সট প্ল্যান কি,0
31298,খুশিতেই আছে তারা,0
31299,আবার আবার এই বয়সটা মা হবারও প্রাইম টাইম,0
31300,অবশ্যই হওয়ার কথা,0
31301,এর সলুশান কি আমি জানি না,0
31302,কিন্তু এনার্জি ফিরে পাওয়ার মত একটা ছোট সলুশান দেই,0
31303,কারণ একটাই শুধু তারা এনার্জি পেতে চায়,0
31304,দোয়া করবেন,0
31305,খুব শীঘ্রই আনুষ্ঠানিক ভাবে জানাচ্ছি,0
31306,ঘুরে ফিরে দেখছি আর ভালই লাগছে কনসেপ্ট,0
31307,মেয়েরা ভিড় করে ছবি তুলছে আর প্রিন্ট নিচ্ছে,0
31308,হাসি হাসি মুখ করে তুললাম,0
31309,আমি হাত তুলে বললাম ওয়েট আস্তেসি,0
31310,বেচারা সাথে সাথে গাছের পিছনে লুকিয়ে গেলেন,0
31311,বুঝলাম না,0
31312,কিন্তু যত বড় হচ্ছি ততই ভুল ভাংছে,0
31313,সাদা পোশাকের প্রধান আমাকে বলল গাড়ি থেকে নামেন,0
31314,আমি বললাম পারবো না,0
31315,কেন পারবেন না,0
31316,আমি বললাম আপনার আইডি দেখান,0
31317,মুখে বললে হবে নাআইডি দেখান,0
31318,উনি এবার আমাকে জিজ্ঞেস করলেন মহোদয়ের পরিচয়,0
31319,আমি বললাম আমি মেজর ডালিম,0
31320,উনি জিজ্ঞেস করলেন আপনি কত লং কোর্স,0
31321,এখন সিদ্ধান্ত আপনার,0
31322,আমি শিওর তাদের পোশাকি হাসিটা আরও সুন্দর দেখাবে,0
31323,কোটির বেশী প্রবাসী আছে আমাদের,0
31324,সেক্টর বলে শেষ করা যাবে না,0
31325,এই উত্তরটাই হলো আমাদের পুঁজি,0
31326,এটা নিয়ে একটা চমৎকার প্ল্যানের দিকে আমরা আগাচ্ছি,0
31327,এরকম এটা ভাবনা থেকেই শুরু এই উদ্যোগের,0
31328,ডেভেলপড কান্ট্রির টেস্টেড ব্রেইন,0
31329,ভাবেন দেশটা কোথায় যাবে,0
31330,হুজুরের কাছে শিখলাম পুরাটা,0
31331,আমি খুব এক্সাইটেড,0
31332,বউকে ওটিতে ঢুকানো হলো ভোরের দিকে,0
31333,আমি স্ট্রেইট মিথ্যা কথা বললাম না টুপি নাই,0
31334,যদিও আমি পকেটে টুপি নিয়ে ঘুরছি,0
31335,উনি ব্যস্ত হয়ে টুপি জোগাড় করতে হাঁটা দিল,0
31336,রুমের গার্ড প্রচণ্ড কড়া,0
31337,গার্ড আমার শ্বশুর আব্বাকে কড়া ধমক দিলেন,0
31338,উনি হন্তদন্ত হয়ে রুমে গেলেন,0
31339,আমি গার্ডের দিকে তাকিয়ে বললাম চলেন ঢুকি,0
31340,সে এক চমৎকার মুহূর্ত,0
31341,আমি বললাম এটা কে,0
31342,এভাবে টানা ঘণ্টা ছিলাম,0
31343,আশেপাশে কথা বার্তা সব শুনছি,0
31344,আমি ভাবছি দৌড় দিবো কি দিবো না,0
31345,উনি বললেন থ্যাংক ইউ ভাই,0
31346,আমার মনে হলো রাজ্যের ঘুম আমার চোখে এসে নেমেছে,0
31347,আমি সাথে সাথে খুশিতে ঘুমিয়ে গেলাম সেই বেঞ্চেই,0
31348,লাইফটা ভয়ংকর রকমের সুন্দর না,0
31349,আজকে মেয়ের স্কুলে নির্ধারিত স্পোর্টসডে ছিল,0
31350,সকাল টার মধ্যে উপস্থিত হতে হবে সবাইকে,0
31351,আমি খাট করে ফোন রেখে দিলাম,0
31352,কিছুদূর যেয়ে উনি আল্লাহগো বলে চিত হয়ে পড়ে গেলেন,0
31353,আমি আর আমার বউ দৌড়ে যেয়ে উনাকে উঠালাম,0
31354,বাসার গেট থেকে বের হতে যেয়েই দেখি মেইন গেট বন্ধ,0
31355,আমি আর কথা বাড়ালাম না,0
31356,উনি ঝড়ের গতিতে সাইডে চেপে গেলেন,0
31357,আমি আর কথা বাড়ালাম না,0
31358,গলি ছেড়ে মেইন রোডে উঠলাম,0
31359,ভেবেছিলাম সে আমার প্রশ্ন শুনে অবাক হবে,0
31360,আমি উনার কার্ড আর ত্রিশূল হাতে নিয়ে গাড়িতে উঠলাম,0
31361,বুঝতে পারছি না,0
31362,লেখার আগে ভাবলাম একদিন নিজে ট্রাই করে দেখি,0
31363,ট্রাই করতে যেয়ে ত্রিশূল কিনে নিয়ে এসেছি,0
31364,প্রবলেম রাস্তা ঘাঁটে না প্রবলেম আমাদের মাথায়,0
31365,সরি মিশু,0
31366,এভাবে সবাই এগিয়ে না আসলে হবেনা,0
31367,এই ঘটনাটি বাংলাদেশে ঘটলে কি হতো,0
31368,খুলো বাপ জান আমি ফিরা আসছি,0
31369,না তুমি মরে গেসো,0
31370,না রে বাপ জান দরজাটা খুলেই দেখো না,0
31371,দরজাটা খুলো বাপজান,0
31372,বিশাল ইম্প্রেসিভ যাদু,0
31373,আমাকে ধরাধরি করে নিয়ে যাওয়া হলো পাশের ফার্মেসিতে,0
31374,যাদুর নেশা আমাকে এখনও ছাড়েনি,0
31375,যাদুর নেশা আমাকে এখনও ছাড়েনি,0
31376,এখনও টুকটাক ম্যাজিক পারি,0
31377,ম্যাজিকই বরং এক্সপেন্সিভ ওয়ে সাথে রিস্কও আছে,0
31378,ফিরে না তাকালেও চলবে পিছে,0
31379,এটাই এই ম্যাজিকের মজা,0
31380,গতবছর প্রায় হাজার খেলনা আমরা পেয়েছিলাম,0
31381,বিতরণ করতে করতে একটুও টায়ার্ড হয়নি,0
31382,অর্ধেক রোগী সেদিন বিছানা থেকে উঠে বসেছিল,0
31383,না থাক সেদিনের ঘটনা দেখা হলে বলব,0
31384,সেও জানুক তার ঘরেই আছে ম্যাজিকের টুলস,0
31385,সেও শিখুক সেও একজন ম্যাজিশিয়ান,0
31386,এক স্ট্যাটাসে আমার সর্বোচ্চ লাইক টা,0
31387,এটা এখনও আমার জীবনের শ্রেষ্ঠ পাওয়া,0
31388,আমরাই করেছি ভাইরাল তাকে,0
31389,সি দ্যা পাওয়ার অফ দিস অল্টারনেট মিডিয়া,0
31390,প্রচণ্ড একটা পাওয়ার হাতে নিয়ে আমরা বসে আছি,0
31391,প্লীজ ডোন্ট লেট ইট গো ওয়েস্ট,0
31392,বারান্দায় বসে চা খাচ্ছি,0
31393,একটু পরে দেখি উনি আবার রিকশা করে যাচ্ছেন,0
31394,উনি রিকশা নিয়ে এই গলিতে এমনে ঘুরছেন কেন,0
31395,আমি দৌড়ে নিচে নামলাম,0
31396,ততক্ষনে রিকশা নাই,0
31397,ভাবলাম মিনিট দাড়াই,0
31398,আমি দৌড়ে যেয়ে রিকশা থামালাম,0
31399,মামা ঘটনা কি,0
31400,মামা চোখ পিটপিট করে তাকিয়ে আছে,0
31401,রিকশা চালক বললেন উনারে আপনি চিনেন,0
31402,আমি বললাম হ্যা,0
31403,আমি বললাম মামা নামেন,0
31404,এখন তিনি কিছুটা সুস্থ,0
31405,আমি ভাবসি তুমি শসাওয়ালা,0
31406,আমি শসাওয়ালা,0
31407,হু তাই হাত তুলে বলসি আর শসা খাবো না,0
31408,বাসাতেও শসা আনা নিষেধ,0
31409,সালাদ বানালেও শুধু টমেটো দিয়ে তা বানানো হয়,0
31410,তিনি এখন আর আগের মতো মিটিমিটি করে হাসেন না,0
31411,সারা দিন আতঙ্কে থাকেন,0
31412,আমার মেয়েরাও ভুত সেজে স্কুলে গিয়েছে,0
31413,ভিড় দেখে স্কুলের সামনে শসা ওয়ালাও বসেছে,0
31414,কিছু সিএনজিও দাঁড়িয়ে আছে,0
31415,পৈশাচিক হাসি,0
31416,আজ মনে হছে না তারাই ভালো আছে,0
31417,বাকি দিন তো তারা মানুষই থাকে,0
31418,একটা কনসার্টে গেলাম সেদিন,0
31419,গেটে টিকেট দেখালাম,0
31420,আমি ফিসফিস করে বউকে বললাম কই নিয়ে আসলা,0
31421,আমিও ঝাঁকাবো,0
31422,আশেপাশে ড্রামের দ্রাম দ্রাম শব্দ হচ্ছে,0
31423,হলের ভিতরে ঢুকে দেখি সবাই এমনে মাথা ঝাঁকাচ্ছে,0
31424,হলের ভিতরের এক কর্নারে খাবার বিক্রি হচ্ছে,0
31425,যিনি বিক্রি করছেন তিনিও মাথা ঝাঁকাচ্ছে,0
31426,ড্রামের দ্রাম দ্রাম শব্দ চলছে,0
31427,বউ বলল চলো যাইগা,0
31428,কনসার্ট ছিল ভাই আমাদের সময়,0
31429,এক লাফে মাঠে নেমে দৌড়,0
31430,সন্ধ্যা ঘনিয়ে আসত সুর উঠতেই থাকত,0
31431,অর্ধেক পুর্ণিমা রাতে মেঘের আড়ালে,0
31432,আকাশের লুকোচুরি খেলা নির্ঘূম রাত শেষে,0
31433,চাঁদের ফাসিঁ হয় সূর্যের আশীর্বাদে,0
31434,ক্লান্ত প্রভাতে সূর্যের আশীর্বাদে,0
31435,যে পথে পথিক নেই,0
31436,আমার নষ্ট হওয়া একটা পলক,0
31437,নিজের চোখে তুলে নিলেই,0
31438,বুঝতেই তুমি কষ্ট কাকে বলে,0
31439,একেকটা কনসার্ট ছিল সো রিফ্রেশিং,0
31440,পরের দিন নতুন উদ্যম পেতাম,0
31441,বলছি না আমাদের জেনারেশানই ঠিক এই জেনারেশান ভুল,0
31442,হয়তো আমরাই ব্যাক ডেটেড,0
31443,তুই তাড়াতাড়ি আয়,0
31444,বুঝলে না ফরমালিন দিয়ে মাছ জ্যাতা রাখা হয় যে,0
31445,তো,0
31446,ইন্টারেস্টিং মাছ আবার চোখের পাতি ফেলে নাকি,0
31447,খালু বিড়বিড় করে কি জানি বললেন,0
31448,ডাক্তার কি বলে,0
31449,হিমালয়ে ডাক্তার বসে,0
31450,খালু গম্ভীর মুখে উঠে চলে গেলেন,0
31451,হিমালয়ে না পাশের রুমে,0
31452,আমি ভাবছি মাছের চোখের পাতির ব্যাপারটা নিয়ে,0
31453,আমরা মারা গেলে চোখ বুজে ফেলি তারা,0
31454,এই নিউজ কে বলল,0
31455,ওই যে সামনের দাড়িওয়ালা ব্রাদার,0
31456,তাই কে বলল,0
31457,ওই যে সামনে সাফারি পরা ভদ্রলোকে,0
31458,একজনকে দেখা গেল শ্লোগানও রেডি করে ফেলেছে,0
31459,টেকনাফ থেকে তেতুলিয়া,0
31460,ফিরব না আজ ডিম না নিয়া,0
31461,পাশ থেকে একজন স্লোগান দিয়ে উঠল,0
31462,একাত্তরের হাতিয়ার গর্জে উঠুক আরেকবার,0
31463,একদফা একদাবী এরশাদ তুই কবে যাবি,0
31464,ডিদুক,0
31465,ডিম দুর্নীতি কমিশন,0
31466,নীল তিমি নামের গেইমটা নাকি বাংলাদেশে ঢুকে গেছে,0
31467,খিক,0
31468,এটা বড়ই কঠিন স্টেপ,0
31469,ওলে,0
31470,গেইমসের একটা স্টেপ হলো চলন্ত ট্রেনে লাফ দিয়ে উঠা,0
31471,গেইমসের একটা স্টেপ হলো গায়ে সূচ ফুটানো,0
31472,আমি বললাম না তাড়া নাই ভেইন আজ খুঁজে নিয়েই যাব,0
31473,উনি সিরিয়াস মুখে কপালে চশমা উঠিয়ে ভেইন খুঁজছে,0
31474,পার কর দেখি এই স্টেইজ,0
31475,ছোটবেলায় নানুর বাসায় গিয়েছি,0
31476,খেলতে যেয়ে খাটের কোণায় ব্যাথা পেলাম,0
31477,এর পর থেকেই এই অভ্যাস আমার মাঝে হয়ে গেছে,0
31478,আল্লাহ্‌ আল্লাহগো বলে তিনি চিৎকার করে উঠলেন,0
31479,আমি বললাম আলহামদুলিল্লাহ্‌,0
31480,মনে করেন আপনার গলাটা দরজায় চিপায় আঁটকে গেলো,0
31481,গাড়ির দরজার চিপায় গলা আইবো কেমনে,0
31482,শাশুড়ি বললেন আলহামদুলিল্লাহ্‌,0
31483,যেটা একটা সময় আমাদের দেশে ছিল,0
31484,ডাকাতের নামগুলোও হতো সেই রকম,0
31485,ডাকাত ইসমাইল সোলেমান জগলু,0
31486,আজকের ডাকতদের দেখেছেন,0
31487,আমি ওসি সাহেবকে বললাম আমি একটু ডাকাত দেখতে চাই,0
31488,আমি বললাম আপনিই কি সেই ডাকাত,0
31489,জী জনাব,0
31490,মনটা খারাপ হয়ে গেল,0
31491,আমাদের সময় ছিনতাইকারীদেরও একটা ঠাটবাট ছিল,0
31492,চোখের চাহুনি দেখলেই যা আছে দিয়ে চলে আসতে হতো,0
31493,আজকে,0
31494,এই দে না দে না করেও জিনিস টানাটানি করা লাগে,0
31495,পরে বন্ধু তাকে তুলে হাসপাতালে নিয়ে গেল,0
31496,আমি বললাম এটা জনের নাম নাকি একজনের নাম,0
31497,আমি কাগজ থেকে মাথা তুলে বললাম কই আপনার বস কই,0
31498,আচ্ছা আচ্ছা বসেন বসেন,0
31499,রুমে ঢুকার পর উনাকে আর খুঁজে পাই না,0
31500,রাস্তাঘাঁটে ঝগড়ার খুব কমন একটা ডায়লগ এটা,0
31501,কথা বুঝে শুনে বলা একটা আর্ট,0
31502,আমি ঘুরে নাপিতকে বললাম আগে বলবা না,0
31503,স্যার ঘাড়ে চিমটি কেটে ইশারা দিসিলাম,0
